0.002568,0.030519
0.000840,0.012593
0.000633,0.012313
0.000678,0.011691
0.000684,0.012391
0.000655,0.011694
0.000637,0.012470
0.000745,0.011730
0.000634,0.011619
0.000632,0.011971
0.000798,0.011402
0.000667,0.011896
0.000641,0.013043
0.000663,0.011683
0.000944,0.014230
0.000666,0.011477
0.000673,0.012045
0.000651,0.011499
0.000631,0.011938
0.000704,0.011491
0.000637,0.011591
0.000707,0.012001
0.000642,0.011508
0.000673,0.011726
0.000664,0.011348
0.000641,0.011678
0.000681,0.011352
0.000633,0.011387
0.000657,0.011842
0.000644,0.012105
0.000714,0.011784
0.000642,0.011372
0.000670,0.011495
0.000679,0.011546
0.000645,0.011332
0.000629,0.012001
0.000655,0.011451
0.000681,0.012754
0.000661,0.011420
0.000703,0.011439
0.000630,0.012118
0.000643,0.011579
0.000689,0.011977
0.000638,0.011664
0.000633,0.011553
0.000862,0.012150
0.000674,0.011489
0.000634,0.012041
0.000642,0.011518
0.000630,0.012035
0.000692,0.011612
0.000668,0.011443
0.000673,0.011806
0.000686,0.011969
0.000646,0.012009
0.000645,0.011453
0.000676,0.011989
0.000683,0.011592
0.000671,0.011557
0.000633,0.012171
0.000644,0.011681
0.000687,0.012431
0.000695,0.011545
0.000640,0.011920
0.000845,0.011676
0.000644,0.011467
0.000637,0.012288
0.000664,0.011547
0.000651,0.012390
0.000744,0.011490
0.000633,0.011375
0.000627,0.012026
0.000648,0.011536
0.000628,0.012072
0.000639,0.011399
0.000684,0.011576
0.000741,0.012221
0.000691,0.011444
0.000646,0.012384
0.000646,0.011458
0.000636,0.011973
0.000728,0.011476
0.000641,0.011377
0.000633,0.011734
0.000641,0.012158
0.000771,0.011966
0.000645,0.011477
0.000635,0.011688
0.000685,0.011409
0.000643,0.011431
0.000658,0.011795
0.000642,0.011482
0.000687,0.012157
0.000690,0.011397
0.000649,0.011449
0.000682,0.012119
0.000644,0.011423
0.000671,0.011982
0.000640,0.011510
0.000635,0.012244
0.000653,0.011934
0.000692,0.011421
0.000635,0.011880
0.000658,0.011454
0.000631,0.012005
0.000651,0.011431
0.000667,0.011466
0.000680,0.012024
0.000700,0.012245
0.000674,0.011943
0.000639,0.011556
0.000693,0.011936
0.000649,0.011610
0.000671,0.011481
0.000624,0.012154
0.000642,0.011618
0.000680,0.011999
0.000682,0.011559
0.000653,0.011832
0.000719,0.011544
0.000657,0.011503
0.000637,0.011825
0.000645,0.011414
0.000630,0.011950
0.000803,0.011924
0.000702,0.011530
0.000668,0.011673
0.000651,0.011530
0.000678,0.011779
0.000642,0.011439
0.000639,0.011631
0.000684,0.011796
0.000681,0.011802
0.000642,0.011783
0.000657,0.011529
0.000666,0.012028
0.000765,0.011612
0.000634,0.011447
0.000719,0.011665
0.000638,0.011899
0.000657,0.013107
0.000643,0.011556
0.000633,0.011867
0.000637,0.011519
0.000665,0.011555
0.000714,0.012016
0.000644,0.011733
0.000634,0.012336
0.000737,0.011782
0.000643,0.011860
0.000707,0.011507
0.000632,0.011358
0.000635,0.011698
0.000646,0.011414
0.000636,0.011731
0.000648,0.011836
0.000637,0.011535
0.000675,0.011883
0.000646,0.011597
0.000636,0.011707
0.000647,0.011413
0.000637,0.011574
0.000674,0.011558
0.000634,0.012114
0.000635,0.011895
0.000722,0.011363
0.000628,0.011888
0.000644,0.011406
0.000634,0.011436
0.000666,0.012068
0.000747,0.011560
0.000844,0.012139
0.000648,0.011599
0.000632,0.011883
0.000688,0.011462
0.000641,0.011463
0.000627,0.011950
0.000678,0.011474
0.000683,0.011901
0.000688,0.012268
0.000635,0.011575
0.000746,0.011650
0.000643,0.011417
0.000641,0.011856
0.000644,0.011460
0.000647,0.011858
0.000675,0.011583
0.000629,0.012010
0.000667,0.011775
0.000645,0.011491
0.000637,0.011854
0.000650,0.011563
0.000632,0.011823
0.000675,0.011493
0.000674,0.011582
0.000633,0.012700
0.000645,0.011552
0.000673,0.011820
0.000650,0.011489
0.000634,0.011585
0.000731,0.011600
0.000637,0.011503
0.000672,0.012063
0.000746,0.011861
0.000633,0.011919
0.000705,0.011509
0.000633,0.011424
0.000665,0.011933
0.000640,0.011496
0.000641,0.012084
0.000691,0.011974
0.000669,0.011974
0.000646,0.011828
0.000682,0.011507
0.000634,0.011803
0.000678,0.011548
0.000632,0.012015
0.000646,0.012337
0.000653,0.011976
0.000686,0.011529
0.000688,0.011481
0.000629,0.011899
0.000639,0.011425
0.000650,0.011845
0.000638,0.011410
0.000682,0.011355
0.000669,0.012012
0.000643,0.011608
0.000874,0.012456
0.000640,0.011438
0.000631,0.011981
0.000710,0.011506
0.000671,0.011490
0.000634,0.012213
0.000725,0.012023
0.000636,0.011871
0.000640,0.011407
0.000638,0.011576
0.000701,0.011468
0.000634,0.011401
0.000677,0.011882
0.000640,0.011569
0.000683,0.013176
0.000701,0.016335
0.001042,0.018956
0.001158,0.019117
0.001063,0.019855
0.001120,0.013546
0.000681,0.011975
0.000676,0.012163
0.000731,0.012031
0.000690,0.011787
0.000682,0.011365
0.000629,0.011410
0.000627,0.011808
0.000648,0.011999
0.000696,0.012315
0.000646,0.011329
0.000638,0.011326
0.000660,0.011885
0.000682,0.011306
0.000634,0.011777
0.000645,0.011529
0.000823,0.011943
0.000678,0.011397
0.000633,0.011344
0.000630,0.011780
0.000660,0.011325
0.000627,0.011753
0.000706,0.011549
0.000634,0.011635
0.000895,0.013098
0.000708,0.011467
0.000627,0.011878
0.000644,0.011438
0.000673,0.011647
0.000699,0.011418
0.000664,0.011373
0.000635,0.012106
0.000651,0.011418
0.000636,0.011781
0.000707,0.011370
0.000635,0.011446
0.000632,0.011754
0.000646,0.011421
0.000628,0.011799
0.000705,0.011880
0.000696,0.011649
0.000818,0.011635
0.000636,0.011577
0.000655,0.011917
0.000661,0.012075
0.000638,0.011899
0.000698,0.011392
0.000634,0.011501
0.000634,0.011788
0.000646,0.011342
0.000629,0.011736
0.000674,0.011433
0.000633,0.011333
0.000628,0.011780
0.000642,0.011410
0.000633,0.012118
0.000677,0.011501
0.000638,0.011366
0.000806,0.011760
0.000641,0.011357
0.000640,0.012054
0.000647,0.011489
0.000637,0.011993
0.000664,0.011761
0.000678,0.011377
0.000633,0.011983
0.000649,0.011400
0.000632,0.011877
0.000645,0.011513
0.000673,0.011470
0.000694,0.011680
0.000636,0.012330
0.000697,0.011893
0.000663,0.011357
0.000646,0.011734
0.000645,0.011306
0.000635,0.011309
0.000665,0.012087
0.000664,0.011716
0.000631,0.012305
0.000666,0.011395
0.000696,0.011832
0.000689,0.011454
0.000635,0.011415
0.000631,0.011905
0.000705,0.011416
0.000635,0.012077
0.000657,0.012162
0.000638,0.011447
0.000691,0.011970
0.000641,0.011339
0.000646,0.011872
0.000641,0.011476
0.000629,0.011718
0.000702,0.011466
0.000648,0.012078
0.000634,0.012124
0.000718,0.011388
0.000646,0.011921
0.000655,0.011432
0.000634,0.011430
0.000670,0.012084
0.000651,0.011371
0.000633,0.012203
0.000645,0.011393
0.000633,0.011650
0.000730,0.011436
0.000634,0.011445
0.000630,0.012026
0.000645,0.011542
0.000632,0.012061
0.000647,0.011496
0.000630,0.011383
0.000632,0.012005
0.000677,0.011491
0.000675,0.011853
0.000650,0.011480
0.000628,0.012020
0.000770,0.011754
0.000639,0.011475
0.000629,0.011961
0.000690,0.011855
0.000678,0.011685
0.000641,0.011518
0.000681,0.011629
0.000630,0.011922
0.000675,0.011702
0.000637,0.011929
0.000643,0.011423
0.000628,0.011478
0.000847,0.011523
0.000692,0.011318
0.000635,0.012026
0.000644,0.011508
0.000638,0.011876
0.000646,0.011453
0.000671,0.011564
0.000631,0.012137
0.000701,0.011757
0.000636,0.012263
0.000705,0.011509
0.000670,0.011634
0.000701,0.011879
0.000681,0.011483
0.000637,0.011769
0.000644,0.011433
0.000635,0.011767
0.000643,0.011698
0.000704,0.011580
0.000639,0.012294
0.000662,0.011714
0.000703,0.012039
0.000645,0.011555
0.000633,0.011530
0.000861,0.011621
0.000674,0.011519
0.000631,0.012148
0.000658,0.011569
0.000677,0.012313
0.000646,0.011488
0.000636,0.011431
0.000660,0.012061
0.000646,0.011453
0.000652,0.011971
0.000642,0.011679
0.000634,0.011980
0.000836,0.011656
0.000674,0.011443
0.000633,0.011718
0.000639,0.011489
0.000641,0.011784
0.000651,0.011451
0.000633,0.011541
0.000665,0.011932
0.000797,0.011833
0.000639,0.012152
0.000682,0.011453
0.000634,0.011923
0.000853,0.011632
0.000680,0.011426
0.000669,0.012041
0.000643,0.011640
0.000761,0.012010
0.000689,0.011486
0.000644,0.011400
0.000671,0.011853
0.000645,0.011516
0.000631,0.011922
0.000683,0.011540
0.000632,0.011797
0.000666,0.011568
0.000631,0.011417
0.000684,0.011946
0.000679,0.011555
0.000671,0.012134
0.000644,0.011490
0.000682,0.011587
0.000792,0.011982
0.000641,0.011940
0.000682,0.011952
0.000643,0.011526
0.000687,0.011866
0.000647,0.011575
0.000672,0.011426
0.000667,0.011755
0.000659,0.011460
0.000633,0.011859
0.000646,0.011443
0.000673,0.011675
0.000758,0.011689
0.000666,0.011443
0.000630,0.012014
0.000683,0.011516
0.000638,0.012153
0.000645,0.011596
0.000629,0.011428
0.000845,0.011725
0.000681,0.011490
0.000632,0.011731
0.000643,0.011392
0.000631,0.012022
0.000691,0.011918
0.000635,0.011503
0.000633,0.011988
0.000645,0.011552
0.000639,0.011733
0.000643,0.011418
0.000633,0.011383
0.000823,0.011688
0.000651,0.011942
0.000635,0.012061
0.000692,0.011476
0.000634,0.011822
0.000700,0.011461
0.000652,0.011441
0.000629,0.012112
0.000684,0.011641
0.000643,0.012317
0.000654,0.011447
0.000638,0.011489
0.000760,0.011615
0.000676,0.011473
0.000631,0.011920
0.000642,0.011494
0.000634,0.011888
0.000822,0.011852
0.000635,0.011506
0.000668,0.011904
0.000680,0.011504
0.000670,0.011973
0.000646,0.011515
0.000682,0.011839
0.000644,0.011678
0.000696,0.011419
0.000630,0.011990
0.000644,0.011725
0.000637,0.011938
0.000688,0.011399
0.000634,0.011384
0.000676,0.011903
0.000645,0.011674
0.000640,0.011878
0.000658,0.011628
0.000636,0.011936
0.000686,0.011510
0.000677,0.011505
0.000670,0.012163
0.000640,0.011591
0.000651,0.012011
0.000702,0.011542
0.000632,0.011532
0.000792,0.011998
0.000638,0.011494
0.000660,0.011744
0.000643,0.011492
0.000634,0.012058
0.000867,0.011790
0.000806,0.011443
0.000634,0.011883
0.000642,0.011470
0.000628,0.011817
0.000658,0.011562
0.000645,0.011658
0.000798,0.011533
0.000638,0.011510
0.000632,0.011775
0.000649,0.011492
0.000634,0.011743
0.000645,0.011403
0.000635,0.011379
0.000633,0.011875
0.000642,0.011665
0.000634,0.012492
0.000663,0.011498
0.000672,0.011605
0.000725,0.011531
0.000640,0.011395
0.000633,0.011759
0.000645,0.011411
0.000695,0.011752
0.000686,0.012192
0.000640,0.011450
0.000672,0.011797
0.000638,0.011438
0.000644,0.011721
0.000646,0.011464
0.000632,0.011910
0.000722,0.011502
0.000680,0.012392
0.000637,0.011908
0.000647,0.011394
0.000670,0.011804
0.000662,0.011410
0.000643,0.011515
0.000631,0.011837
0.000671,0.011459
0.000635,0.012611
0.000653,0.011496
0.000636,0.011642
0.000784,0.011409
0.000656,0.011316
0.000633,0.011762
0.000644,0.011413
0.000634,0.011971
0.000801,0.011946
0.000681,0.011558
0.000631,0.011793
0.000642,0.011460
0.000656,0.012071
0.000647,0.011414
0.000664,0.011620
0.000858,0.012149
0.000897,0.011681
0.000665,0.011998
0.000650,0.011547
0.000630,0.011920
0.000696,0.011518
0.000633,0.011423
0.000718,0.011989
0.000644,0.011977
0.000668,0.011818
0.000679,0.011524
0.000634,0.011658
0.000692,0.011385
0.000667,0.011395
0.000640,0.011818
0.000645,0.011426
0.000694,0.012787
0.000645,0.011704
0.000639,0.011517
0.000721,0.011597
0.000630,0.011340
0.000643,0.012083
0.000771,0.011933
0.000668,0.012190
0.000645,0.012315
0.000633,0.011585
0.000772,0.011521
0.000636,0.011341
0.000633,0.011993
0.000639,0.011484
0.000632,0.011946
0.000734,0.011680
0.000687,0.011919
0.000661,0.011713
0.000642,0.011485
0.000644,0.012106
0.000673,0.011459
0.000633,0.011852
0.000715,0.011486
0.000686,0.011574
0.000636,0.012495
0.000646,0.011546
0.000634,0.011761
0.000729,0.011463
0.000634,0.011505
0.000636,0.012122
0.000692,0.011569
0.000635,0.011843
0.000703,0.012332
0.000634,0.011819
0.000775,0.011706
0.000634,0.011499
0.000634,0.011733
0.000644,0.011531
0.000675,0.011830
0.000654,0.011907
0.000659,0.012198
0.000691,0.011576
0.000690,0.011494
0.000680,0.011778
0.000643,0.011517
0.000635,0.011801
0.000744,0.011488
0.000664,0.012149
0.000631,0.012371
0.000648,0.011542
0.000663,0.011724
0.000692,0.011455
0.000632,0.011584
0.000759,0.011586
0.000645,0.011461
0.000634,0.012274
0.000692,0.011564
0.000626,0.011804
0.000714,0.011458
0.000631,0.011481
0.000667,0.011969
0.000649,0.011514
0.000635,0.012120
0.000661,0.011967
0.000683,0.011697
0.000724,0.011666
0.000681,0.011409
0.000634,0.011876
0.000655,0.011420
0.000633,0.011728
0.000662,0.011668
0.000649,0.011723
0.000667,0.011736
0.000688,0.011391
0.000634,0.011914
0.000706,0.011436
0.000667,0.011962
0.000647,0.011601
0.000637,0.012128
0.000638,0.012261
0.000644,0.011572
0.000667,0.011879
0.000683,0.012110
0.000643,0.011487
0.000772,0.011618
0.000640,0.011744
0.000633,0.012411
0.000710,0.013175
0.000654,0.012174
0.000973,0.012708
0.000650,0.012069
0.000647,0.011495
0.000636,0.011519
0.000683,0.011923
0.000645,0.012093
0.000632,0.012373
0.000648,0.011475
0.000676,0.011507
0.000878,0.011673
0.000635,0.011474
0.000630,0.012121
0.000672,0.011555
0.000643,0.012616
0.000806,0.011767
0.000692,0.011390
0.000636,0.011875
0.000644,0.011394
0.000630,0.011739
0.000698,0.011331
0.000648,0.011591
0.000755,0.012661
0.000637,0.011426
0.000631,0.011788
0.000651,0.011371
